tractid,tracta,countya,statea,pop19,incpc19
36047036002,Census Tract 360.02, Kings County, New York,4074,19662
36047038300,Census Tract 383, Kings County, New York,4720,39387
36047038500,Census Tract 385, Kings County, New York,3963,42071
36047039000,Census Tract 390, Kings County, New York,2397,30556
36047041100,Census Tract 411, Kings County, New York,3034,27718
36047042000,Census Tract 420, Kings County, New York,1837,27412
36047082000,Census Tract 820, Kings County, New York,5175,25001
36047070203,Census Tract 702.03, Kings County, New York,0,NA
36047070600,Census Tract 706, Kings County, New York,3137,40206
36047080000,Census Tract 800, Kings County, New York,3689,43616
36047084800,Census Tract 848, Kings County, New York,1701,27872
36047086000,Census Tract 860, Kings County, New York,3627,36543
36047087200,Census Tract 872, Kings County, New York,3130,26273
36061019100,Census Tract 191, New York County, New York,9757,82533
36061019701,Census Tract 197.01, New York County, New York,639,77470
36061020600,Census Tract 206, New York County, New York,3432,28145
36061021800,Census Tract 218, New York County, New York,6236,41862
36081007500,Census Tract 75, Queens County, New York,3959,53741
36081026200,Census Tract 262, Queens County, New York,1270,24869
36081019400,Census Tract 194, Queens County, New York,2892,35868
36081019900,Census Tract 199, Queens County, New York,697,17958
36081020500,Census Tract 205, Queens County, New York,1176,25473
36081010701,Census Tract 107.01, Queens County, New York,0,NA
36081012301,Census Tract 123.01, Queens County, New York,2782,51445
36081025301,Census Tract 253.01, Queens County, New York,4386,36427
36081025302,Census Tract 253.02, Queens County, New York,3046,35472
36081025400,Census Tract 254, Queens County, New York,10118,19211
36081026901,Census Tract 269.01, Queens County, New York,4965,22607
36081026902,Census Tract 269.02, Queens County, New York,3603,23437
36081016800,Census Tract 168, Queens County, New York,3257,32051
36081016900,Census Tract 169, Queens County, New York,5683,37354
36081017100,Census Tract 171, Queens County, New York,51,94137
36081018401,Census Tract 184.01, Queens County, New York,2114,36574
36047116000,Census Tract 1160, Kings County, New York,2324,21149
36047119200,Census Tract 1192, Kings County, New York,3090,22227
36047019600,Census Tract 196, Kings County, New York,4214,22193
36047023400,Census Tract 234, Kings County, New York,4563,11280
36047081000,Census Tract 810, Kings County, New York,2322,27862
36047081400,Census Tract 814, Kings County, New York,2770,23010
36047085200,Census Tract 852, Kings County, New York,26,25315
36047000100,Census Tract 1, Kings County, New York,4405,88876
36047000301,Census Tract 3.01, Kings County, New York,3924,121708
36047004900,Census Tract 49, Kings County, New York,2612,77461
36047005000,Census Tract 50, Kings County, New York,2260,73147
36047006000,Census Tract 60, Kings County, New York,3148,40995
36047006700,Census Tract 67, Kings County, New York,3886,98333
36047011400,Census Tract 114, Kings County, New York,3796,15926
36047011800,Census Tract 118, Kings County, New York,2105,22022
36047012700,Census Tract 127, Kings County, New York,4318,51073
36047013300,Census Tract 133, Kings County, New York,4454,94107
36047015500,Census Tract 155, Kings County, New York,3993,88884
36047017100,Census Tract 171, Kings County, New York,4069,75761
36047017400,Census Tract 174, Kings County, New York,2191,34112
36047018300,Census Tract 183, Kings County, New York,2675,78204
36047022000,Census Tract 220, Kings County, New York,4776,10959
36047022100,Census Tract 221, Kings County, New York,3976,47098
36047022400,Census Tract 224, Kings County, New York,5785,14696
36047023100,Census Tract 231, Kings County, New York,3696,52780
36047023600,Census Tract 236, Kings County, New York,5549,10295
36047024700,Census Tract 247, Kings County, New York,2672,24458
36081059300,Census Tract 593, Queens County, New York,4217,31366
36081059800,Census Tract 598, Queens County, New York,1798,34237
36081060000,Census Tract 600, Queens County, New York,1102,40874
36081061601,Census Tract 616.01, Queens County, New York,2145,36792
36081062000,Census Tract 620, Queens County, New York,1431,41411
36081062500,Census Tract 625, Queens County, New York,2692,32980
36081063500,Census Tract 635, Queens County, New York,2551,32021
36081065600,Census Tract 656, Queens County, New York,4966,33000
36081066000,Census Tract 660, Queens County, New York,3318,27426
36081068300,Census Tract 683, Queens County, New York,3970,32629
36081071600,Census Tract 716, Queens County, New York,0,NA
36047007000,Census Tract 70, Kings County, New York,2538,47041
36047010600,Census Tract 106, Kings County, New York,4417,17272
36047035700,Census Tract 357, Kings County, New York,2328,23938
36047090000,Census Tract 900, Kings County, New York,3912,18777
36047099600,Census Tract 996, Kings County, New York,3761,27679
36047061200,Census Tract 612, Kings County, New York,1065,68369
36047044500,Census Tract 445, Kings County, New York,4729,29092
36047047200,Census Tract 472, Kings County, New York,2769,17155
36047054400,Census Tract 544, Kings County, New York,3487,28742
36047068200,Census Tract 682, Kings County, New York,2832,41265
36047080600,Census Tract 806, Kings County, New York,3355,29147
36047085400,Census Tract 854, Kings County, New York,1966,28550
36047091000,Census Tract 910, Kings County, New York,4196,25674
36047017000,Census Tract 170, Kings County, New York,3484,31371
36047057100,Census Tract 571, Kings County, New York,4038,54467
36047070000,Census Tract 700, Kings County, New York,1604,45542
36047075800,Census Tract 758, Kings County, New York,1653,41397
36047084000,Census Tract 840, Kings County, New York,2520,26534
36047014700,Census Tract 147, Kings County, New York,2408,40703
36047021300,Census Tract 213, Kings County, New York,4113,34775
36047024600,Census Tract 246, Kings County, New York,2880,23148
36047030100,Census Tract 301, Kings County, New York,2963,27618
36047033000,Census Tract 330, Kings County, New York,5006,14584
36047021200,Census Tract 212, Kings County, New York,4334,20837
36047038100,Census Tract 381, Kings County, New York,5397,28889
36047040400,Census Tract 404, Kings County, New York,2459,29569
36047027600,Census Tract 276, Kings County, New York,3646,24534
36047038600,Census Tract 386, Kings County, New York,3669,28672
36047043000,Census Tract 430, Kings County, New York,3283,18504
36047048600,Census Tract 486, Kings County, New York,3200,17427
36047052800,Census Tract 528, Kings County, New York,1799,46916
36047055000,Census Tract 550, Kings County, New York,3382,29825
36047058900,Census Tract 589, Kings County, New York,1691,47102
36061028300,Census Tract 283, New York County, New York,7949,29308
36061029100,Census Tract 291, New York County, New York,12165,23601
36061029500,Census Tract 295, New York County, New York,8182,36670
36047026300,Census Tract 263, Kings County, New York,2015,29173
36047027900,Census Tract 279, Kings County, New York,3660,36345
36047028600,Census Tract 286, Kings County, New York,5110,21175
36047037100,Census Tract 371, Kings County, New York,4711,29950
36047037900,Census Tract 379, Kings County, New York,4660,27578
36081024000,Census Tract 240, Queens County, New York,6826,19618
36081024600,Census Tract 246, Queens County, New York,0,NA
36047057800,Census Tract 578, Kings County, New York,3260,27168
36047059000,Census Tract 590, Kings County, New York,1834,26037
36047061600,Census Tract 616, Kings County, New York,1465,51703
36047065600,Census Tract 656, Kings County, New York,1725,36665
36047067200,Census Tract 672, Kings County, New York,1640,30456
36047070201,Census Tract 702.01, Kings County, New York,6402,67546
36047073000,Census Tract 730, Kings County, New York,2278,37020
36047029900,Census Tract 299, Kings County, New York,2941,21894
36047031100,Census Tract 311, Kings County, New York,2924,28595
36047031400,Census Tract 314, Kings County, New York,4978,35685
36047044300,Census Tract 443, Kings County, New York,4587,32213
36047044600,Census Tract 446, Kings County, New York,2092,24661
36047045300,Census Tract 453, Kings County, New York,2578,26131
36047048800,Census Tract 488, Kings County, New York,3896,28907
36047049100,Census Tract 491, Kings County, New York,7069,25958
36047049600,Census Tract 496, Kings County, New York,4093,30234
36047049900,Census Tract 499, Kings County, New York,1785,61289
36047050400,Census Tract 504, Kings County, New York,4741,52884
36047053300,Census Tract 533, Kings County, New York,6754,17113
36047055300,Census Tract 553, Kings County, New York,2740,73402
36047056300,Census Tract 563, Kings County, New York,5390,46589
36047059401,Census Tract 594.01, Kings County, New York,7396,33697
36047060000,Census Tract 600, Kings County, New York,6277,40443
36047060600,Census Tract 606, Kings County, New York,2811,32035
36047067400,Census Tract 674, Kings County, New York,1920,32449
36047068600,Census Tract 686, Kings County, New York,1718,35562
36047032100,Census Tract 321, Kings County, New York,5488,38428
36061000900,Census Tract 9, New York County, New York,1796,129044
